Province/Territory,Program Stream,Employer,Incorporate Status,Approved LMIAs,Approved Positions,NOC code,Occupation name
Ontario                                                                    ,Global Talent Stream,Autodesk Canada Co.,Unknown,3,3,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Autodesk Canada Co.,Unknown,18,18,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Avant Techno Solutions,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Balyasny Asset Management,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Bcloud Technology Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Bdo Canada Llp,Unknown,1,1,21220,Cybersecurity Specialists
Ontario                                                                    ,Global Talent Stream,Bdo Canada Llp,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Benchsci,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Bluwave Inc.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Boson Ai Ulc,Unknown,1,1,21211,Data Scientists
Ontario                                                                    ,Global Talent Stream,Bounteous,Corporation,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Bounteous,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Boxfish Infrastructure Group Inc.,Unknown,1,1,15,"Senior Managers - Construction, Transportation, Production And Utilities"
Ontario                                                                    ,Global Talent Stream,Brightr Limited,Corporation,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Bta Design Services Inc.,Corporation,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Burlington Hydro Inc.,Unknown,1,1,21220,Cybersecurity Specialists
Ontario                                                                    ,Global Talent Stream,Byteager Solutions Corp.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Cae Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Caleres,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Canadian Tire,Unknown,1,1,21230,Computer Systems Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Capgemini Canada,Corporation,2,2,21211,Data Scientists
Ontario                                                                    ,Global Talent Stream,Capgemini Canada,Corporation,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Capintel Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Caseware International Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Centml,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Cerebras Systems,Corporation,2,2,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Cgi Information Systems & Management Consultants Inc.,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Chemtrade Logistics Inc,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Ciena Corp,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Clearco,Corporation,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Clearco,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Clientserver Tech Systems Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Cloudware Connections Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Cm Inc.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Congero Technology Canada Ltd,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Cresta Ai Canada Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Cs2Technologies Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Ct Maple Leaf Technology Services Limited,Corporation,1,1,21230,Computer Systems Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Ct Maple Leaf Technology Services Limited,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Ct Maple Leaf Technology Services Limited,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Data Science Dojo Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Datavisor Canada Inc.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Dream Star Bedding Co. (2004) Ltd,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Dynpro Canada Inc,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Efficiency Intelligence Ltd,Corporation,1,1,12,"Senior Managers - Financial, Communications And Other Business Services"
Ontario                                                                    ,Global Talent Stream,Enpowered,Corporation,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Environics Analytics Group Ltd.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Environics Analytics Group Ltd.,Unknown,1,1,22222,Information Systems Testing Technicians
Ontario                                                                    ,Global Talent Stream,"Epam Systems Canada, Ltd.",Corporation,1,1,21220,Cybersecurity Specialists
Ontario                                                                    ,Global Talent Stream,"Epam Systems Canada, Ltd.",Corporation,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Ericsson Canada Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Ericsson Canada Inc.,Unknown,10,10,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Ericsson Canada Inc.,Unknown,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Ericsson Canada Inc.,Unknown,1,1,22222,Information Systems Testing Technicians
Ontario                                                                    ,Global Talent Stream,Feroot Security Inc.,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Firstvibe Technologies Inc.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Flashbox,Corporation,1,1,12,"Senior Managers - Financial, Communications And Other Business Services"
Ontario                                                                    ,Global Talent Stream,Flynn Canada Ltd.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Garner Distributed Workflow Inc.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,General Motors Of Canada Company,Unknown,1,1,21230,Computer Systems Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Get-Tech Innovative Solutions,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Gft Canada,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,"Giesecke+Devrient Currency Technology America, Inc.",Unknown,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,Global Project Management By Hunter And Company Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Global Zebra Inc.,Unknown,1,1,11202,"Professional Occupations In Advertising, Marketing And Public Relations"
Ontario                                                                    ,Global Talent Stream,Goodlevel Enterprises Canada Ltd. Dba Tuftex Balloons In Canada,Corporation,1,1,15,"Senior Managers - Construction, Transportation, Production And Utilities"
Ontario                                                                    ,Global Talent Stream,Goodzilla Inc,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Greywardify Consultants Inc.,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Groq Canada,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Guestlogix Inc.,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Harmonic Fund Services Canada Inc.,Unknown,2,2,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Heirlume Inc.,Unknown,1,1,12,"Senior Managers - Financial, Communications And Other Business Services"
Ontario                                                                    ,Global Talent Stream,Heirlume Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Hoist Global Tech Solutions Inc.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Hrd Games Canada Inc,Unknown,2,2,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Hso Enterprise Solutions Inc.,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,"Huawei Technologies Canada Co., Ltd.",Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Idea Helix Inc.,Corporation,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Idi-Itech Development Inc.,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Idream Tech Solutions Inc,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Igm Technology Corp.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,"Illumin, Inc",Unknown,1,1,22222,Information Systems Testing Technicians
Ontario                                                                    ,Global Talent Stream,Infinite Investment Systems Ltd.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Innate Tech Solutions Ltd.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Intact Financial Corporation,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,"Intel Of Canada, Ltd",Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Italferr Spa,Unknown,1,1,21300,Civil Engineers
Ontario                                                                    ,Global Talent Stream,Itps (Canada) Ltd,Unknown,2,2,21390,Aerospace Engineers
Ontario                                                                    ,Global Talent Stream,J2 Global Canada Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Jobomb Technologies Incorporated,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Kinaxis,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,King Radiator Hd Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Kodali Dentistry Professional Corporation.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Koho Financial Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Kpmg Llp,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Krka Power Inc.,Corporation,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,"Kuzu, Inc",Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Kx (Canada) Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Lakshmi Ji Logistics Inc.,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Lando Limited,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Lawyers Financial,Unknown,1,1,22222,Information Systems Testing Technicians
Ontario                                                                    ,Global Talent Stream,"League, Inc.",Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Leansprint Inc.,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Loblaw Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Loblaw Inc.,Unknown,1,1,21230,Computer Systems Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Locke Bio,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,M7 Group Inc.,Unknown,1,1,52120,Graphic Designers And Illustrators
Ontario                                                                    ,Global Talent Stream,Manny Lotey Design,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Mayan Canada Ltd.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Medallia Canada Inc.,Corporation,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Mediamonks Toronto Ulc,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Mettler-Toledo Inc.,Unknown,1,1,10029,Other Business Services Managers
Ontario                                                                    ,Global Talent Stream,Millennium Research Group,Unknown,1,1,21211,Data Scientists
Ontario                                                                    ,Global Talent Stream,"Mimaki Usa, Inc.",Unknown,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,Minto,Unknown,1,1,12,"Senior Managers - Financial, Communications And Other Business Services"
Ontario                                                                    ,Global Talent Stream,Minuteskill Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Mk Pallets Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Mk Pallets Inc.,Unknown,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,Mobilelive Inc,Unknown,1,1,21230,Computer Systems Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Mobilelive Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Mosaic Manufacturing Ltd.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Navblue Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Next Structural Integrity Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Nokia,Unknown,2,2,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Nokia,Unknown,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Okta,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Omegainfotek Cloud Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Parker Hannifin Canada,Unknown,1,1,21310,Electrical And Electronics Engineers
Ontario                                                                    ,Global Talent Stream,Passage Inc.,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Pathnsitu Biotechnologies Inc.,Unknown,1,1,13,"Senior Managers - Health, Education, Social And Community Services And Membership Organizations"
Ontario                                                                    ,Global Talent Stream,Perceptive Space Systems Inc.,Unknown,1,1,21390,Aerospace Engineers
Ontario                                                                    ,Global Talent Stream,Perseus Group Software Corp.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Phoenix Geophysics Limited,Unknown,1,1,21310,Electrical And Electronics Engineers
Ontario                                                                    ,Global Talent Stream,Phonexa Inc.,Corporation,1,1,12,"Senior Managers - Financial, Communications And Other Business Services"
Ontario                                                                    ,Global Talent Stream,Pixomondo Inc,Unknown,1,1,52120,Graphic Designers And Illustrators
Ontario                                                                    ,Global Talent Stream,Plooto,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Q Engineering Corporation,Unknown,1,1,21300,Civil Engineers
Ontario                                                                    ,Global Talent Stream,Qii.Ai,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Rdj Bakeries Limited,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Realize Logistics Inc.,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Realte Inc,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Redpath Sugar Ltd.,Unknown,1,1,21101,Chemists
Ontario                                                                    ,Global Talent Stream,Regency Plastics Company Ltd.,Corporation,1,1,22220,Computer Network And Web Technicians
Ontario                                                                    ,Global Talent Stream,Rideco,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Ringcentral Canada Inc.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Rippling Canada Services Inc.,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Royal Bank Of Canada,Corporation,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Royal Victoria Regional Health Centre,Unknown,1,1,22220,Computer Network And Web Technicians
Ontario                                                                    ,Global Talent Stream,Safran Landing Systems Canada Inc,Corporation,1,1,21390,Aerospace Engineers
Ontario                                                                    ,Global Talent Stream,Salesforce.Com Canada Corp.,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Salesforce.Com Canada Corp.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Salt Experiential Commerce Inc,Unknown,1,1,51120,"Producers, Directors, Choreographers And Related Occupations"
Ontario                                                                    ,Global Talent Stream,Sames Consulting Inc.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Sazz Inc.,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Secoda Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Serviont Global Solutions (Canada) Inc,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Shopify Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Shopify Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Shorewise Consulting Llc,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Shorewise Consulting Llc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Sice Canada Inc,Unknown,1,1,21300,Civil Engineers
Ontario                                                                    ,Global Talent Stream,Signagent Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Skellig Ltd.,Unknown,2,2,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Skillnet Solutions Pvt Ltd,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Slalom Consulting Ulc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Snowed In Studios Inc.,Unknown,1,1,51120,"Producers, Directors, Choreographers And Related Occupations"
Ontario                                                                    ,Global Talent Stream,Solace Corporation,Unknown,2,2,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Soti Inc,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Soti Inc,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Soti Inc,Unknown,2,2,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Special Electronics & Designs Inc.,Unknown,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,Speer Technologies,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Spoonity Inc.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Sryas Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Startup Mentors Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Stripe,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Sycamore Informatics Canada Inc.,Corporation,1,1,21220,Cybersecurity Specialists
Ontario                                                                    ,Global Talent Stream,Sycamore Informatics Canada Inc.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Syndesus Canada Inc.,Corporation,1,1,21210,"Mathematicians, Statisticians And Actuaries"
Ontario                                                                    ,Global Talent Stream,Syndesus Canada Inc.,Corporation,2,3,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Syndesus Canada Inc.,Corporation,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Synopsys Canada Ulc,Unknown,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Sysaid Technologies Canada Ltd,Unknown,1,1,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,T. Hong & Co. Investments Inc,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Taxpay Inc.,Unknown,1,1,21234,Web Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Td Synnex Canada,Unknown,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Telus Mobility,Corporation,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Textnow,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,The Bloomington Group Ltd.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Thinking Mind Inc.,Unknown,1,2,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Thomson Reuters,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Toa Engineering Services Corp,Unknown,1,1,21300,Civil Engineers
Ontario                                                                    ,Global Talent Stream,Total E Integrated Inc.,Unknown,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Transnomis Solutions,Unknown,1,1,22220,Computer Network And Web Technicians
Ontario                                                                    ,Global Talent Stream,Tribalscale Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Ubisoft Toronto Inc.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Ubisoft Toronto Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Ubisoft Toronto Inc.,Unknown,1,1,51120,"Producers, Directors, Choreographers And Related Occupations"
Ontario                                                                    ,Global Talent Stream,Ubisoft Toronto Inc.,Unknown,2,2,52120,Graphic Designers And Illustrators
Ontario                                                                    ,Global Talent Stream,"Unitron Hearing, A Division Of National Hearing Services Inc.",Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Uprise Impact Inc,Unknown,3,3,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Validere Technologies Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Virtusa Consulting & Services Inc.,Corporation,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Virtusa Consulting & Services Inc.,Corporation,2,2,21221,Business System Specialists
Ontario                                                                    ,Global Talent Stream,Virtusa Consulting & Services Inc.,Corporation,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Vistar Media Canada Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Vivosonic,Unknown,1,1,22310,Electrical And Electronics Engineering Technologists And Technicians
Ontario                                                                    ,Global Talent Stream,Wafes Technologies Inc.,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Warpengine Canada Inc,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Warpengine Canada Inc,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Wavve Boating Inc,Unknown,1,1,21233,Web Designers
Ontario                                                                    ,Global Talent Stream,Wayabove Technologies Inc.,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Global Talent Stream,Weclouddata Inc.,Unknown,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Woodbine Entertainment Group,Unknown,1,1,21300,Civil Engineers
Ontario                                                                    ,Global Talent Stream,Xanadu Quantum Technologies Inc,Unknown,1,1,21211,Data Scientists
Ontario                                                                    ,Global Talent Stream,Xanadu Quantum Technologies Inc,Unknown,1,1,21232,Software Developers And Programmers
Ontario                                                                    ,Global Talent Stream,Xanadu Quantum Technologies Inc,Unknown,2,2,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Xebia Canada Inc.,Corporation,1,1,21211,Data Scientists
Ontario                                                                    ,Global Talent Stream,Xebia Canada Inc.,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Xilinx Canada Co.,Unknown,1,1,20012,Computer And Information Systems Managers
Ontario                                                                    ,Global Talent Stream,Xilinx Canada Co.,Unknown,1,1,21311,Computer Engineers (Except Software Engineers And Designers)
Ontario                                                                    ,Global Talent Stream,Yugabyte,Corporation,1,1,21222,Information Systems Specialists
Ontario                                                                    ,Global Talent Stream,Yugabyte,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Zebra Technologies Canada Ulc,Corporation,1,1,21231,Software Engineers And Designers
Ontario                                                                    ,Global Talent Stream,Zs Associates Canada Consulting Ulc,Unknown,1,1,21223,Database Analysts And Data Administrators
Ontario                                                                    ,Permanent Resident Only,1000058110 Ontario Inc.,Unknown,1,1,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,1000131952 Ontario Inc.,Unknown,1,1,63201,Butchers - Retail And Wholesale
Ontario                                                                    ,Permanent Resident Only,1000539838 Ontario Inc,Unknown,1,1,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,10092789 Canada Inc,Unknown,1,1,72421,Appliance Servicers And Repairers
Ontario                                                                    ,Permanent Resident Only,1029310 Ontario Inc.,Unknown,1,2,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,1030983 Ontario Ltd,Unknown,1,1,12013,"Supervisors, Supply Chain, Tracking And Scheduling Coordination Occupations"
Ontario                                                                    ,Permanent Resident Only,1192901 Ontario Ltd.,Unknown,1,1,72421,Appliance Servicers And Repairers
Ontario                                                                    ,Permanent Resident Only,"14493150 Canada, Inc.",Unknown,1,1,63200,Cooks
Ontario                                                                    ,Permanent Resident Only,1634882 Ontario Inc.,Unknown,1,1,62010,Retail Sales Supervisors
Ontario                                                                    ,Permanent Resident Only,1686728 Ontario Inc,Unknown,2,2,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,1686728 Ontario Inc,Unknown,1,1,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,1693778 Ontario Ltd.,Unknown,1,1,13110,Administrative Assistants
Ontario                                                                    ,Permanent Resident Only,1919464 Ontario Limited,Unknown,1,1,60030,Restaurant And Food Service Managers
Ontario                                                                    ,Permanent Resident Only,1993575 Ontario Inc.,Unknown,1,2,62020,Food Service Supervisors
Ontario                                                                    ,Permanent Resident Only,2032428 Ontario Ltd.,Unknown,1,1,63200,Cooks
Ontario                                                                    ,Permanent Resident Only,2050177 Ontario Ltd.,Unknown,1,1,13100,Administrative Officers
Ontario                                                                    ,Permanent Resident Only,2053835 Ontario Inc.,Unknown,1,1,62200,Chefs
Ontario                                                                    ,Permanent Resident Only,2073611 Ontario Inc,Unknown,1,1,73300,Transport Truck Drivers
Ontario                                                                    ,Permanent Resident Only,2124964 Ontario Inc,Unknown,1,1,62010,Retail Sales Supervisors
Ontario                                                                    ,Permanent Resident Only,2152226 Ontario Inc,Unknown,1,1,62020,Food Service Supervisors
